,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Discription,Geographical area 
258,Southern,Andhra Pradesh,Vizianagaram,Simhachalam Temple,Temple,198,1,4.7,0,Yes,None,Religious,No,0.59,All,"A historic temple dedicated to Lord Varaha Narasimha, known for its rich architectural heritage and spiritual importance. It is situated on the Simhachalam hill.","Latitude: 17.7573° N, Longitude: 83.2430° E"
259,Southern,Andhra Pradesh,Visakhapatnam,Kailasagiri,Hill,Unknown,2,4.5,0,Yes,None,Recreational,Yes,0.019,All,"A hilltop park offering panoramic views of the city and the coastline. It features statues of Lord Shiva and Parvati, as well as various recreational facilities.","Latitude: 17.7448° N, Longitude: 83.3428° E"
260,Southern,Andhra Pradesh,Visakhapatnam,Submarine Museum,Museum,22,1,4.6,40,Yes,None,Historical,Yes,0.49,All,A unique museum housed in the decommissioned INS Kursura submarine. It offers a glimpse into the life of naval personnel and the workings of a submarine.,"Latitude: 17.7103° N, Longitude: 83.3163° E"
261,Southern,Andhra Pradesh,Visakhapatnam,Borra Caves,Cave,Unknown,2,4.5,60,No,None,Natural Wonder,Yes,0.31,Afternoon,"Limestone caves known for their stalactites and stalagmites, located in the Ananthagiri hills. They are a popular tourist attraction for their natural formations and historical significance.","Latitude: 18.3275° N, Longitude: 82.8741° E"
262,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,1,4.6,0,Yes,None,Historical,Yes,0.059,All,A memorial dedicated to the soldiers who sacrificed their lives during the Indo-Pak war of 1971. It is located near the beach road and is a place of national pride.,"Latitude: 17.7079° N, Longitude: 83.3156° E"
263,Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,1977,2,4.1,20,Yes,Monday,Wildlife,Yes,0.25,Afternoon,"One of the largest zoos in Andhra Pradesh, housing a variety of animals and birds in naturalistic enclosures. It is a popular destination for families and wildlife enthusiasts.","Latitude: 17.7850° N, Longitude: 83.3333° E"
264,Southern,Andhra Pradesh,Visakhapatnam,Matsyadarshini Aquarium,Aquarium,Unknown,1,3.8,20,Yes,None,Recreational,Yes,0.03,All,An aquarium showcasing a variety of marine and freshwater species. It is an educational and recreational spot for learning about aquatic life.,"Latitude: 17.7171° N, Longitude: 83.3173° E"
265,Southern,Andhra Pradesh,Visakhapatnam,Visakha Museum,Museum,1991,1,4.3,10,Yes,None,Cultural,Yes,0.065,All,"A museum preserving the cultural and historical heritage of Visakhapatnam. It exhibits artifacts, historical documents, and memorabilia related to the region's history.","Latitude: 17.7101° N, Longitude: 83.3150° E"
266,Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,2,4.3,20,Yes,None,Historical,Yes,0.15,Afternoon,"A mountain pass in the Himalayas, connecting Sikkim with Tibet. At an elevation of 4,310 meters, it offers stunning views and is a key trade route between India and China.","Latitude: 27.3826° N, Longitude: 88.8305° E"
267,Eastern,Sikkim,Pelling,Pemayangtse Monastery,Monastery,1705,1,4.6,20,No,None,Religious,No,0.015,Morning,"Located near Pelling, this 17th-century monastery is one of the oldest and most significant in Sikkim. It features beautiful architecture, ancient manuscripts, and religious art.","Latitude: 27.3048° N, Longitude: 88.2575° E"
268,Eastern,Sikkim,Namchi,Char Dham,Religious Complex,211,2,4.7,50,Yes,None,Religious,No,0.12,All,"Situated in Namchi, this pilgrimage site features replicas of the four Dhams of India—Badrinath, Dwarka, Jagannath Puri, and Rameshwaram—along with a towering statue of Lord Shiva.","Latitude: 27.1532° N, Longitude: 88.3573° E"
269,Eastern,Sikkim,Gangtok,Rumtek Monastery,Monastery,1960s,1,4.6,10,Yes,None,Religious,No,0.035,Morning,"The largest monastery in Sikkim, located near Gangtok. It is the seat of the Karmapa Lama and known for its stunning architecture, Buddhist relics, and tranquil ambiance.","Latitude: 27.3131° N, Longitude: 88.6035° E"
270,Eastern,Sikkim,Ravangla,Buddha Park,Park,213,1,4.8,50,Yes,None,Cultural,Yes,0.1,All,"Also known as Tathagata Tsal, this park in Ravangla features a 130-foot statue of Buddha. It offers serene surroundings, beautiful gardens, and panoramic views of the mountains.","Latitude: 27.3086° N, Longitude: 88.3951° E"
271,Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1,4.7,0,Yes,None,Religious,No,0.075,All,"A shrine dedicated to a soldier of the Indian Army, believed to protect the troops in the region. Located between Nathula and Jelepla Pass, it is a place of deep reverence.","Latitude: 27.3819° N, Longitude: 88.7646° E"
272,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2,4.5,0,Yes,None,Nature,Yes,0.15,Morning,"A glacial lake located at an altitude of 3,753 meters, about 40 km from Gangtok. Known for its stunning beauty, it remains frozen during the winter and is a popular tourist spot.","Latitude: 27.3745° N, Longitude: 88.7642° E"
273,North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,Unknown,2,4.6,0,Yes,None,Religious,No,0.21,All,"Located in Guwahati, this ancient temple is dedicated to the goddess Kamakhya. It is one of the most important Shakti Peethas and a major pilgrimage site.","Latitude: 26.1681° N, Longitude: 91.7066° E"
274,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,3,4.5,650,No,None,Wildlife,No,0.068,Morning,"A UNESCO World Heritage Site, known for its population of the Indian one-horned rhinoceros. The park also hosts tigers, elephants, and diverse bird species.","Latitude: 26.5775° N, Longitude: 93.1715° E"
275,North Eastern,Assam,Guwahati,Umananda Island,Island,Unknown,1,4.1,0,Yes,None,Nature,Yes,0.01,Morning,"The smallest inhabited river island in the world, located in the Brahmaputra River. It is home to the Umananda Temple, dedicated to Lord Shiva.","Latitude: 26.1868° N, Longitude: 91.7437° E"
276,North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,1,4.7,0,No,None,Historical,Yes,0.065,All,"A group of three Hindu temples dedicated to Shiva, Vishnu, and Durga, located in Sivasagar. These temples are known for their Ahom-style architecture.","Latitude: 26.9855° N, Longitude: 94.6315° E"
277,North Eastern,Assam,Majuli,Majuli Island,River Island,Unknown,2,4.7,0,No,None,Cultural,Yes,0.01,Morning,"The world's largest river island, located in the Brahmaputra River. Known for its unique culture, vibrant festivals, and numerous Vaishnavite monasteries.","Latitude: 27.0253° N, Longitude: 94.2171° E"
278,North Eastern,Assam,Manas,Manas National Park,National Park,1990,3,4.6,500,No,None,Wildlife,Yes,0.19,Morning,"A UNESCO World Heritage Site, known for its rich biodiversity and scenic beauty. The park is home to tigers, elephants, and the endangered Assam roofed turtle.","Latitude: 26.7268° N, Longitude: 91.0153° E"
279,North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1,4.5,0,No,None,Religious,Yes,0.9,All,"An ancient Hindu temple located in Hajo, dedicated to Lord Vishnu in his Hayagriva avatar. It is a significant pilgrimage site for both Hindus and Buddhists.","Latitude: 26.2496° N, Longitude: 91.5251° E"
280,North Eastern,Assam,Guwahati,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,2,4.4,500,Yes,None,Wildlife,Yes,0.037,All,"Located near Guwahati, this sanctuary is known for its dense population of the Indian one-horned rhinoceros. It also hosts a variety of other wildlife and bird species.","Latitude: 26.2230° N, Longitude: 92.0760° E"
281,North Eastern,Arunachal Pradesh,Tawang,Tawang Monastery,Monastery,1680,2,4.7,0,No,None,Religious,No,0.032,Morning,"Located in Tawang, this 17th-century monastery is one of the largest in India and an important center for Tibetan Buddhism. It features ancient manuscripts, murals, and a towering Buddha statue.","Latitude: 27.5528° N, Longitude: 91.8731° E"
282,North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,10,Yes,Monday,Historical,Yes,0.035,All,"Situated in Agartala, this royal palace built by the Tripura kings showcases a blend of Mughal and European architectural styles. It now serves as a museum displaying artifacts of the royal family.","Latitude: 23.8310° N, Longitude: 91.2867° E"
283,North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,Unknown,1,4.5,0,No,None,Nature,Yes,0.01,Morning,"Located in the Dhalai district, this picturesque lake is surrounded by lush greenery and is known for its scenic beauty and peaceful environment.","Latitude: 23.3326° N, Longitude: 91.4661° E"
284,North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.5,4.5,20,No,None,Historical,Yes,0.025,Morning,An ancient site with rock-cut sculptures and carvings dating back to the 7th-9th centuries. The site is known for its impressive reliefs of Hindu deities and is a significant archaeological find.,"Latitude: 24.6400° N, Longitude: 91.3535° E"
285,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,1.5,4.6,0,No,None,Nature,Yes,0.19,Morning,"Often referred to as the ""Niagara of India,"" this majestic waterfall on the Kanger River is known for its horseshoe shape and stunning beauty.","Latitude: 20.2903° N, Longitude: 82.1818° E"
286,North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,3,4.7,0,No,None,Trekking,Yes,0.01,Afternoon,"A picturesque valley located on the border of Nagaland and Manipur, known for its lush greenery, rare flora, and serene environment. It's a popular trekking destination.","Latitude: 25.3733° N, Longitude: 93.7765° E"
287,Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1,4.5,0,Yes,None,Recreational,Yes,0.09,Morning,"Located in Pondicherry, this beach is known for its clean, sandy stretch along the Bay of Bengal, ideal for leisurely walks and enjoying the sunset.","Latitude: 11.9360° N, Longitude: 79.8130° E"
288,Southern,Puducherry,Auroville,Auroville,Township,1968,2,4.1,0,Yes,None,Cultural,Yes,0.035,All,"An international township near Pondicherry, dedicated to human unity and peace. It features unique architecture, sustainable living practices, and the Matrimandir, a golden meditation dome.","Latitude: 12.0036° N, Longitude: 79.8105° E"
289,Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,1,4.5,200,Yes,None,Recreational,Yes,0.015,Morning,"A secluded and pristine beach near Pondicherry, known for its clear waters, soft sands, and tranquil atmosphere. It's accessible by boat and is ideal for relaxation and swimming.","Latitude: 11.9344° N, Longitude: 79.8122° E"
290,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,1.5,4.7,30,Yes,Monday,Historical,Yes,0.12,Afternoon,"Located in Port Blair, this historic colonial prison was used by the British to exile political prisoners. It is now a museum and a memorial to India's freedom struggle.","Latitude: 11.6238° N, Longitude: 92.7312° E"
291,Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,Unknown,1,4.8,0,No,None,Nature,Yes,0.09,Morning,"Located on Havelock Island, this beach is famous for its pristine white sands and clear turquoise waters, offering stunning sunsets and excellent opportunities for swimming and relaxation.","Latitude: 12.9648° N, Longitude: 92.9277° E"
292,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,1,4.5,0,No,None,Nature,Yes,0.04,Morning,"Situated on Neil Island, this beach is known for its clear waters, vibrant marine life, and ideal conditions for snorkeling and water sports.","Latitude: 11.9711° N, Longitude: 92.8924° E"
293,Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,Unknown,1.5,4.4,250,No,None,Nature,Yes,0.015,Morning,"Located on Baratang Island, these natural limestone formations are renowned for their intricate shapes and structures created by mineral deposits over time.","Latitude: 12.0171° N, Longitude: 92.4946° E"
294,Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,1,4.5,0,No,None,Nature,Yes,0.6,Afternoon,"A group of caves in Diu, known for their unique rock formations and intricate carvings. The caves offer a fascinating glimpse into ancient construction techniques.","Latitude: 20.7082° N, Longitude: 70.0044° E"
295,Western,Daman and Diu,Diu,Diu Fort,Fort,1535,1.5,4.6,0,No,None,Historical,Yes,1.2,Afternoon,"A historic fort built by the Portuguese, offering panoramic views of the Arabian Sea and the city of Diu. The fort's architecture and historical significance make it a popular tourist attraction.","Latitude: 20.7107° N, Longitude: 70.0145° E"
296,Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,1,4.7,0,Yes,None,Religious,Yes,1.8,All,"A major Hindu pilgrimage site dedicated to Lord Shiva, located in Deoghar. It is one of the twelve Jyotirlingas and attracts devotees from across India.","Latitude: 24.4905° N, Longitude: 86.5728° E"
297,Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,1,4.6,0,Yes,None,Religious,Yes,0.13,All,"A revered Hindu temple situated on a hill in Ranchi, dedicated to Lord Shiva. It offers panoramic views of the city and is a popular spot for worship and sightseeing.","Latitude: 23.3681° N, Longitude: 85.3080° E"
298,Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,-260,1.5,4.7,0,Yes,None,Religious,Yes,0.2,All,"Located in Bodh Gaya, this UNESCO World Heritage Site is one of the most important Buddhist temples in the world, where Buddha is said to have attained enlightenment. It features a grand stupa and numerous monasteries.","Latitude: 24.6953° N, Longitude: 84.9916° E"
299,Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,2.5,4.3,30,Yes,None,Wildlife,Yes,0.5,All,"A zoo and botanical garden in Patna, offering a range of flora and fauna, including endangered species. It serves as a center for education and conservation.","Latitude: 25.6140° N, Longitude: 85.1450° E"
300,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,1,4.7,0,Yes,None,Religious,Yes,0.25,All,"A prominent Sikh shrine in Patna, dedicated to Guru Gobind Singh, the tenth Sikh Guru. It is an important pilgrimage site and holds significant historical value.","Latitude: 25.6100° N, Longitude: 85.1374° E"
301,Eastern,Bihar,Patna,Budhha Smriti Park,Park,Unknown,1,4.4,10,Yes,None,Cultural,Yes,0.31,All,"A park in Patna commemorating Buddha's visit to the city. It features a large statue of Buddha, meditation areas, and beautifully landscaped gardens.","Latitude: 25.6147° N, Longitude: 85.1372° E "
302,Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,2010,3,4.4,1100,Yes,Monday,Entertainment,Yes,0.3,Afternoon,"A large entertainment complex in Gurgaon featuring theatrical productions, musicals, and a variety of dining options. It is known for its grand shows and luxurious setting.","Latitude: 28.4672° N, Longitude: 77.0700° E"
303,Northern,Haryana,Gurugram,Ambience Mall,Mall,Unknown,2,4.6,0,Yes,None,Shopping,Yes,1.2,Afternoon,"Located in Gurgaon, this large shopping mall offers a wide range of retail outlets, dining options, and entertainment facilities. It's a popular destination for shopping and leisure.","Latitude: 28.4825° N, Longitude: 77.0896° E"
304,Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,2,4.7,0,Yes,None,Entertainment,Yes,0.71,Afternoon,"An upscale socializing and dining destination in Gurgaon, featuring a range of restaurants, cafes, and entertainment options in a modern, vibrant setting.","Latitude: 28.4837° N, Longitude: 77.0915° E"
305,Northern,Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,1,4.8,0,Yes,None,Religious,Yes,1.05,All,"A historic Sikh temple in Delhi, known for its beautiful architecture, serene atmosphere, and community kitchen (Langar) that serves free meals to all visitors.","Latitude: 28.6265° N, Longitude: 77.2111° E"
306,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.5,4.8,0,No,None,Religious,No,2,All,"A significant Hindu pilgrimage site dedicated to Lord Shiva, located in the Kedarnath range of the Himalayas. It is renowned for its ancient temple and scenic beauty.","Latitude: 30.3294° N, Longitude: 79.0669° E"
307,Central,Uttar Pradesh,Noida,DLF Mall of India,Mall,2016,2,4.6,0,Yes,None,Shopping,Yes,1.5,All,"Located in Noida, this massive shopping mall features numerous international and Indian brands, dining options, and entertainment zones, making it a major retail destination.","Latitude: 28.5661° N, Longitude: 77.3239° E"
308,Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,2,4.2,0,Yes,None,Shopping,Yes,0.45,All,"A unique shopping mall in Greater Noida designed to resemble Venice, complete with canal rides and Italian architecture, offering shopping, dining, and entertainment.","Latitude: 28.5538° N, Longitude: 77.3827° E"
309,Southern,Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,2005,4,4.5,890,Yes,None,Entertainment,Yes,0.95,All,"An amusement park located in Bangalore, offering a variety of thrill rides, water slides, and attractions for all ages.","Latitude: 12.9408° N, Longitude: 77.5581° E"
310,Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,3,4.4,50,Yes,Monday,Wildlife,Yes,0.81,Afternoon,"Located in Bhubaneswar, this zoo and botanical garden is known for its conservation efforts and diverse range of animal species, including white tigers.","Latitude: 20.3260° N, Longitude: 85.8324° E"
311,Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,2,4.5,0,Yes,None,Shopping,Yes,1.8,All,"A large shopping and entertainment complex in Bangalore, featuring a wide range of retail outlets, dining options, and leisure activities.","Latitude: 12.9765° N, Longitude: 77.6064° E"
312,Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2,4.5,0,Yes,None,Shopping,Yes,1.2,All,"A popular shopping mall in Hyderabad, offering a variety of international and local brands, dining options, and entertainment facilities.","Latitude: 17.4512° N, Longitude: 78.3806° E"
313,Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,1,4.5,0,Yes,None,Historical,Yes,0.49,All,"One of the largest mosques in India, located in Old Delhi. It features stunning Mughal architecture and offers a peaceful environment for prayer and reflection.","Latitude: 28.6500° N, Longitude: 77.2300° E"
314,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,1.5,4.7,0,Yes,None,Religious,No,0.1,All,"Located in Rameswaram, this ancient Hindu temple dedicated to Lord Shiva is a significant pilgrimage site. It is renowned for its long corridors, intricate sculptures, and sacred wells.","Latitude: 9.2884° N, Longitude: 79.3164° E"
315,Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,2,4.6,1500,Yes,Sunday,Sports,Yes,7.4,All,"Situated in Greater Noida, this Formula One race track hosts the Indian Grand Prix and features a modern design with international racing standards.","Latitude: 28.5358° N, Longitude: 77.3654° E"
316,Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,2,4.6,0,Yes,None,Shopping,Yes,0.35,All,"A large shopping mall in Lucknow, offering a variety of retail outlets, dining options, and entertainment facilities in an upscale environment.","Latitude: 26.8560° N, Longitude: 80.9447° E"
317,Southern,Kerala,Kochi,LuLu International Shopping Mall,Mall,2013,3,4.6,0,Yes,None,Shopping,Yes,1.9,All,"Located in Kochi, this massive mall features a wide range of international and local brands, dining options, and entertainment facilities, making it a major shopping destination.","Latitude: 10.0160° N, Longitude: 76.3050° E"
318,Northern,Delhi,New Delhi,Rail Museum,Museum,1977,2,4.4,50,Yes,Monday,Cultural,Yes,0.24,Morning,"The National Rail Museum in Delhi showcases the rich history of Indian railways with an impressive collection of vintage locomotives, carriages, and railway artifacts.","Latitude: 28.5805° N, Longitude: 77.2214° E"
319,North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,2,4.6,0,No,None,Nature,Yes,0.06,Morning,"Located in Cherrapunji, these unique natural bridges are created by guiding the roots of rubber trees across streams. They represent traditional engineering and natural beauty.","Latitude: 25.2986° N, Longitude: 91.5834° E"
320,Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,3,4.6,0,Yes,Monday,Religious,No,0.18,All,"A grand Hindu temple complex in Delhi, known for its stunning architecture, intricate carvings, and cultural exhibitions. It offers a serene environment and showcases traditional Indian spirituality.","Latitude: 28.6265° N, Longitude: 77.2111° E"
321,Central,Uttar Pradesh,Agra,Agra Fort,Fort,1565,2,4.5,40,Yes,None,Historical,Yes,1.3,Afternoon,"A UNESCO World Heritage Site, this massive Mughal fort in Agra features stunning architecture, including palaces, gardens, and defensive walls, and offers insight into Mughal history.","Latitude: 27.1767° N, Longitude: 78.0081° E"
322,Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,2,4.7,10,Yes,Monday,Cultural,Yes,0.15,All,"Situated in Bhopal, this museum highlights the rich cultural heritage and traditions of the tribal communities in Madhya Pradesh through various exhibits and artifacts.","Latitude: 23.2599° N, Longitude: 77.4126° E"
323,Northern,Rajasthan,Jaipur,City Palace,Palace,1727,2,4.4,200,Yes,None,Historical,Yes,0.51,Morning,"Located in Udaipur, this sprawling palace complex showcases the grandeur of Rajasthani royalty with its beautiful courtyards, palaces, and museums.","Latitude: 24.5854° N, Longitude: 74.6084° E"
324,Northern,Rajasthan,Jaipur,Albert Hall Museum,Museum,1887,2,4.5,200,Yes,None,Historical,Yes,0.63,All,"In Jaipur, this historic museum is housed in a grand 19th-century building and features a diverse collection of artifacts, including sculptures, paintings, and textiles.","Latitude: 26.9124° N, Longitude: 75.7873° E"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
